,daily,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,30min_0,30min_1,30min_2,30min_3,30min_4,30min_5,30min_6,30min_7,30min_8,30min_9,30min_10,30min_11
2019-10-02,4.463118195061492,3.99290790808796,0.0512927740194122,0.0646627842692343,0.0804913627019147,0.0468533367244655,0.2269100292585055,3.860207887271727,0.1327000208162327,0.0444084395275594,0.0068843344918528,0.0435525172790017,0.0211102669902326,0.0328075396641494,0.0476838230377653,0.0392576401773171,0.0075956965471484,0.1822301131079923,0.0446799161505132
2019-10-03,2.3471696973833844,1.537280742175823,0.5340877027352722,0.0774507400415548,0.05587888906554,0.1197121495020485,0.0227594738631456,1.470558685762302,0.066722056413521,0.4834207972656905,0.0506669054695817,0.0404271861944902,0.0370235538470646,0.0400891127902338,0.0157897762753062,0.0713878121169256,0.0483243373851229,0.0093803020937745,0.0133791717693711
2019-10-04,1.541429066740288,1.30085288955571,0.0449548090716131,0.0967834307177881,0.0319000009084026,0.0410716980001026,0.0258662384866713,1.1191387526231424,0.1817141369325676,0.0167828041179699,0.0281720049536432,0.0857629341406826,0.0110204965771055,0.0094251648553167,0.0224748360530859,0.0385526450897315,0.0025190529103711,0.0069799171739426,0.0188863213127288
2019-10-05,0.8234288696718263,0.4053762319222981,0.1314558064142368,0.0291557115689475,0.1450200837028848,0.0603074420390981,0.0521135940243608,0.377719908766503,0.0276563231557951,0.0749659073900169,0.0564898990242199,0.004758185310284,0.0243975262586636,0.0493418062231148,0.09567827747977,0.0433616980535325,0.0169457439855656,0.043570114779274,0.0085434792450868
2019-10-06,1.048515646960409,0.6112815046864035,0.0509503845564314,0.0464284446326563,0.0726762071735283,0.0605833028045296,0.20659580310686,0.5428902200750977,0.0683912846113058,0.0223372424306626,0.0286131421257688,0.0223797878148794,0.0240486568177769,0.0490037632471018,0.0236724439264265,0.0044129541578759,0.0561703486466537,0.1319610662353607,0.0746347368714993
2019-10-07,0.5571243596994785,0.1430150183414085,0.06243402281649,0.0477576688243056,0.168231032706601,0.0502907490289883,0.0853958679816852,0.0421796947675142,0.1008353235738943,0.0498840337977204,0.0125499890187696,0.0069113651317132,0.0408463036925924,0.1183211588321457,0.0499098738744553,0.0444455087235156,0.0058452403054727,0.0179985164105174,0.0673973515711678
2019-10-08,1.617548329186967,1.2345831350504473,0.2002995058589922,0.0288587699907898,0.0186149721661025,0.0285416296654626,0.1066503164551729,1.1580167734660245,0.0765663615844227,0.0363756843741206,0.1639238214848716,0.0215717379967924,0.0072870319939974,0.0080112090919178,0.0106037630741847,0.025433099492428,0.0031085301730347,0.0155844155851082,0.0910659008700647
2019-10-09,2.0946411691216515,1.7707889242388792,0.096611560705609,0.0625725216900347,0.0430360703633225,0.033997398823487,0.0876346933003193,1.6017421350350405,0.1690467892038387,0.0571357621626091,0.0394757985429999,0.0298723050787423,0.0327002166112924,0.0170290243188366,0.0260070460444859,0.0154349295019622,0.0185624693215248,0.0101382287373528,0.0774964645629665
2019-10-10,0.5944429287284799,0.4542639689552575,0.0366180146863472,0.0308852477540588,0.0230487464139419,0.0134135701964277,0.036213380722447,0.3941934791368084,0.0600704898184491,0.0129193193236786,0.0236986953626686,0.0195817485686425,0.0113034991854163,0.0010201844761595,0.0220285619377824,0.0054965041272226,0.0079170660692051,0.0147849805620608,0.0214284001603862
2019-10-11,0.8543049421347249,0.5683629233641878,0.0570358851219489,0.1179666379259789,0.0290838572680428,0.0602433870926468,0.0216122513619194,0.49913815580214,0.0692247675620478,0.0374767670618813,0.0195591180600676,0.0396903359925701,0.0782763019334088,0.0140743817976808,0.015009475470362,0.0137439759841088,0.046499411108538,0.0114701888255606,0.0101420625363588
2019-10-12,0.3700927178226358,0.1900830533141876,0.0683949055254604,0.0522747234380477,0.0141359368369196,0.018483774444939,0.0267203242630814,0.06321356322279,0.1268694900913976,0.0441277311371518,0.0242671743883086,0.0419805460649118,0.0102941773731359,0.0064850058540049,0.0076509309829147,0.0066977922596293,0.0117859821853097,0.0150646939638727,0.0116556302992088
2019-10-13,0.4420690013290529,0.2803687822845497,0.0718291944473166,0.0133701195760272,0.0154195407328955,0.0421977991739404,0.0188835651143235,0.2302593483879009,0.0501094338966488,0.0480237615367745,0.0238054329105421,0.0083923072801534,0.0049778122958738,0.0085416687957166,0.0068778719371789,0.0388521009990583,0.0033456981748821,0.0059614127932067,0.0129221523211168
2019-10-14,1.1644774288671422,0.7462202227411472,0.0704268015744885,0.1277629435728357,0.1125407410430014,0.060743069300724,0.0467836506349452,0.7005813661024671,0.04563885663868,0.0399823966145416,0.0304444049599469,0.0336452677274175,0.0941176758454182,0.0588430096387626,0.0536977314042389,0.0205666294300836,0.0401764398706404,0.0385072116893699,0.0082764389455753
2019-10-15,0.4345670863720529,0.2881326797597193,0.0186203698210498,0.0367527141658574,0.0129482864162481,0.0404277655538629,0.0376852706553152,0.19080084418972,0.0973318355699993,0.0119090922865673,0.0067112775344825,0.0294267576486263,0.0073259565172311,0.0058929910893582,0.00705529532689,0.0072137090707708,0.0332140564830922,0.020360238946739,0.0173250317085763
2019-10-16,0.5633011513987711,0.2416977254620282,0.1021098752893411,0.0680690258286827,0.0373059829175452,0.0768460521614631,0.0372724897397108,0.2095460730167368,0.0321516524452914,0.0852302124751171,0.016879662814224,0.0513016104708449,0.0167674153578378,0.0114555763755086,0.0258504065420366,0.0370959715512838,0.0397500806101793,0.0079442227063636,0.0293282670333472
2019-10-17,0.4703107824685549,0.3492407393900205,0.027087844149052,0.0178708801957618,0.0147370038251587,0.042359239969634,0.0190150749389279,0.2930174403488935,0.056223299041127,0.0033710443654191,0.0237167997836329,0.0063655166477139,0.0115053635480479,0.0095084452240742,0.0052285586010845,0.0395026350797664,0.0028566048898676,0.008633091098514,0.010381983840414
2019-10-18,0.5355278917855308,0.1774217278941634,0.1494598294430959,0.1029813231852751,0.0314826938616463,0.0405958890624464,0.0335864283389036,0.1182211557756638,0.0592005721184996,0.0236679178283092,0.1257919116147867,0.0772694155345827,0.0257119076506924,0.0119842256482496,0.0194984682133967,0.0120732690357862,0.0285226200266602,0.013556595172412,0.0200298331664916
2019-10-19,0.4900574479716049,0.2531261539779709,0.1106416235569176,0.0353715248780407,0.0334853766600766,0.0398371209035041,0.017595647995095,0.050818222250623,0.2023079317273479,0.0895639209905756,0.021077702566342,0.0206562463457423,0.0147152785322984,0.0195940436558524,0.0138913330042242,0.0264161698999231,0.013420951003581,0.0099275178066726,0.0076681301884224
2019-10-20,0.7697858628636896,0.4482752532654176,0.113450910008102,0.105914520691787,0.0155453665161548,0.0483849872052076,0.0382148251770206,0.3750537074189763,0.0732215458464413,0.052524985984205,0.060925924023897,0.067516840786541,0.038397679905246,0.0134841774632143,0.0020611890529405,0.0149904657995912,0.0333945214056164,0.0291644219583151,0.0090504032187055
2019-10-21,0.8541003301915796,0.6314105515337762,0.0798577236709088,0.059240293194169,0.040237994906474,0.0199546997977413,0.0233990670885102,0.5718831945385302,0.059527356995246,0.0670578935572209,0.0127998301136879,0.0452094706541652,0.0140308225400038,0.0318954748007628,0.0083425201057112,0.0084801137547203,0.011474586043021,0.0109902926130197,0.0124087744754905
2019-10-22,1.1898398160876529,0.7179886914359425,0.1129462802250709,0.1129643846641612,0.0536707196071689,0.1431879156902012,0.049081824465108,0.5719161702694762,0.1460725211664663,0.0902831581157581,0.0226631221093128,0.0419733042847205,0.0709910803794407,0.0450945075454401,0.0085762120617288,0.0744164380596455,0.0687714776305558,0.0425802566606526,0.0065015678044554
2019-10-23,1.0493257629083028,0.8372391223889665,0.0163151316330119,0.0146756381380908,0.0735474255108803,0.0381224925987339,0.0694259526386194,0.8243532962557206,0.0128858261332459,0.0054462332052124,0.0108688984277995,0.0097620965686948,0.004913541569396,0.0154503182575149,0.0580971072533654,0.0362305799434089,0.001891912655325,0.0427880034947109,0.0266379491439085
2019-10-24,2.033240479702648,0.1042835782345251,0.0520927739089442,0.0698454119718072,0.1348254444480224,1.4455117899589722,0.2266814811803771,0.064306287060411,0.0399772911741141,0.0098008317256948,0.0422919421832494,0.0165727927744473,0.0532726191973599,0.0568542383363278,0.0779712061116946,0.5924791516947275,0.8530326382642446,0.0222319018068169,0.2044495793735602
2019-10-25,1.5302672963761113,1.098184158365756,0.1490634598551526,0.0786460609399694,0.0787906538035749,0.0271547537734472,0.098428209638211,1.0248110654208389,0.073373092944917,0.1122372442600412,0.0368262155951115,0.0314755578385935,0.0471705031013759,0.015965367156332,0.0628252866472429,0.0109857664942476,0.0161689872791996,0.0694391732471835,0.0289890363910275
2019-10-26,0.4583294260933248,0.2703782545652439,0.0699510172571428,0.0404809186858624,0.0398791970273481,0.0213898652659273,0.0162501732918003,0.2024033717586472,0.0679748828065967,0.0261337408185647,0.0438172764385781,0.0125204411392958,0.0279604775465667,0.0255552942287351,0.014323902798613,0.0146124728995712,0.0067773923663561,0.0048505019503165,0.0113996713414838
2019-10-27,0.5141476377320936,0.1633557117773915,0.1179319940092038,0.0646104255367905,0.1044568332451228,0.0574901657206886,0.0063025074428964,0.1373324369381587,0.0260232748392328,0.0357135359579131,0.0822184580512907,0.056365837349798,0.0082445881869925,0.0581384664351042,0.0463183668100186,0.0480740530746452,0.0094161126460434,0.0048682805029962,0.0014342269399002
2019-10-28,0.8398987611374537,0.3001119006031297,0.1072662087744371,0.1524286383468668,0.0558999250155798,0.1725070638099303,0.0516850245875098,0.0778635209582957,0.222248379644834,0.0422711496205033,0.0649950591539338,0.0797574671004131,0.0726711712464538,0.0363757035944967,0.0195242214210831,0.1000695062946169,0.0724375575153134,0.0353747460282625,0.0163102785592473
2019-10-29,2.022288286662549,1.0724091821420814,0.2320376187657963,0.3707396845237952,0.0880370142297262,0.0540611147847771,0.2050036722163727,0.9119915162491558,0.1604176658929255,0.1674557852205782,0.0645818335452182,0.2392526602832091,0.1314870242405861,0.0535154922400404,0.0345215219896858,0.0181721824053313,0.0358889323794459,0.1899326417083096,0.0150710305080632
2019-10-30,1.261629119722342,0.8669507294458522,0.0644103223876291,0.0648382748286116,0.2255865246293996,0.0214389644558119,0.0184043039750376,0.8589593266055338,0.0079914028403184,0.0464541500447405,0.0179561723428886,0.0130478448380331,0.0517904299905785,0.0780804568916907,0.1475060677377089,0.0072535388005991,0.0141854256552128,0.014877313142582,0.0035269908324556
2019-10-31,0.3034411665391056,0.039906683902639,0.1019169197687174,0.0575261131648311,0.0084364458867199,0.0550532547519402,0.0406017490642579,0.0088358657531157,0.0310708181495233,0.0686177753728205,0.0332991443958969,0.0468113239554172,0.0107147892094139,0.0076584262255668,0.0007780196611531,0.0505511819167246,0.0045020728352156,0.0202389392894296,0.0203628097748284
2019-11-01,0.8120545662265749,0.4438268477241952,0.1378124128261111,0.1094851540507872,0.0307361556481703,0.0441358419106845,0.0460581540666266,0.3775669611261057,0.0662598865980895,0.1373582900638899,0.0004541227622212,0.0957036236803383,0.0137815303704489,0.0300895581999664,0.0006465974482039,0.0427780098579357,0.0013578320527488,0.0403384744835585,0.0057196795830681
2019-11-02,0.3759795678617739,0.1104551110406883,0.1469282903149378,0.0470045246130865,0.0298885990597141,0.027265208158216,0.0144378346751312,0.0545667439263415,0.0558883671143469,0.0467963237221573,0.1001319665927805,0.0003204483624388,0.0466840762506477,0.0096569015316892,0.0202316975280249,0.0130921572242871,0.0141730509339289,0.0114301519602987,0.0030076827148325
2019-11-03,0.1990095910829517,0.0262188316414868,0.0906494809429356,0.0314311932815925,0.00750817249802,0.0060480069976178,0.0371539057212989,0.011782361298289,0.0144364703431978,0.065719244589192,0.0249302363537436,0.0223112647287305,0.009119928552862,0.0033722073920678,0.0041359651059522,0.0032790376712511,0.0027689693263667,0.0349460708117981,0.0022078349095009
2019-11-04,0.9529080288355688,0.7986206929174131,0.0653305139411887,0.0197397625809678,0.0168742314944231,0.0328243999275052,0.0195184279740708,0.6734113730440084,0.1252093198734047,0.0174861611280856,0.0478443528131031,0.0042785816522491,0.0154611809287187,0.0158205538234359,0.0010536776709872,0.0262925528452614,0.0065318470822438,0.0090884673978907,0.0104299605761802
2019-11-05,0.155439290152509,0.0426778923685497,0.0298885990489101,0.0387860198211621,0.015851331342013,0.0229183945277305,0.0053170530441436,0.0229274467295716,0.0197504456389781,0.0153869527755335,0.0145016462733766,0.0242382072717153,0.0145478125494468,0.0051878236453283,0.0106635076966847,0.0129537177327894,0.0099646767949411,0.0034133725164411,0.0019036805277025
2019-11-06,0.4430961010204844,0.1654389172833492,0.0641566590904947,0.023361953019442,0.1378985203681181,0.0152176763708141,0.0370223748882663,0.1509227874542763,0.0145161298290729,0.0063564644267578,0.0578001946637369,0.0125825769915852,0.0107793760278568,0.1141263630335522,0.0237721573345659,0.0091635558808789,0.0060541204899352,0.0034896283623697,0.0335327465258966
2019-11-07,0.3179678135623065,0.1744798249898526,0.048792765540033,0.0508046439366765,0.0132177512705296,0.0120277936011509,0.0186450342240638,0.1574652842101963,0.0170145407796564,0.0239557782249633,0.0248369873150697,0.0275286869632674,0.0232759569734091,0.002435950692701,0.0107818005778286,0.0108030290957763,0.0012247645053746,0.0045948312333987,0.0140502029906651
2019-11-08,0.5847468174015527,0.4392378476308543,0.032914205149551,0.0558112125215945,0.0202344131732941,0.0182448908729616,0.018304248053297,0.3714231890152033,0.067814658615651,0.0165106887860481,0.016403516363503,0.0150359437674446,0.0407752687541499,0.0096623328494753,0.0105720803238188,0.0082366320191224,0.0100082588538392,0.0015121744635999,0.0167920735896971
2019-11-09,0.3160433831145991,0.099215634887746,0.0574213500647435,0.0220485952034913,0.0695218449050694,0.0435841724566448,0.0242517855969039,0.0837589800817186,0.0154566548060274,0.0545851742085291,0.0028361758562144,0.0030234393583135,0.0190251558451779,0.0301152762681281,0.0394065686369413,0.0060998609682067,0.0374843114884381,0.0052756301072965,0.0189761554896075
2019-11-10,0.1755967754733949,0.0797036911570934,0.0151190072543953,0.0227110988434311,0.0234868373270288,0.023722231116287,0.0108539097751593,0.0574325299212106,0.0222711612358828,0.0112238397124672,0.0038951675419281,0.0198198217993848,0.0028912770440463,0.0035258372086926,0.0199610001183362,0.0111143079231422,0.0126079231931448,0.0042034395906337,0.0066504701845256
2019-11-11,0.1873153216120237,0.0357249243690082,0.0212155902349146,0.033872339260685,0.0514563801434106,0.0089039760499455,0.0361421115540597,0.0242467800875102,0.011478144281498,0.0040034417918959,0.0172121484430188,0.0277910621248391,0.0060812771358459,0.0152167479922292,0.0362396321511814,0.0026583092690292,0.0062456667809163,0.0101637081683319,0.0259784033857278
2019-11-12,0.3041380211689513,0.180280600873784,0.0532541729518203,0.0705054834373128,9.776390603405473e-05,0.0,0.0,0.1526066758632099,0.0276739250105742,0.0334415929320046,0.0198125800198157,0.0583324648093618,0.012173018627951,9.776390603405473e-05,0.0,0.0,0.0,0.0,0.0
2019-11-13,0.8005489485233699,0.6107911962943914,0.0842681374083448,0.0242695391660364,0.0287458646180782,0.0216206460004552,0.0308535650360637,0.5770669237512654,0.0337242725431259,0.0266165381023533,0.0576515993059915,0.0104621632855659,0.0138073758804705,0.0075021296094688,0.0212437350086094,0.0037425240377222,0.017878121962733,0.0135040923372456,0.0173494726988182
2019-11-14,0.5329913333258449,0.3907713904650983,0.029422759102466,0.0288620780128481,0.0122367824221301,0.0255273135034793,0.0461710098198231,0.3725076441981023,0.018263746266996,0.0101477849732475,0.0192749741292185,0.0217397963090099,0.0071222817038382,0.0054747788194576,0.0067620036026725,0.0133910106429431,0.0121363028605362,0.0135746995957211,0.032596310224102
