time,close,time,RM,r,rv
2019-09-30 10:00:00,52.0135266011,2019-09-30 10:00:00,,,
2019-09-30 10:30:00,52.0184703827,2019-09-30 10:30:00,0.02128548383021951,0.004943781600005082,2.4440976508548803e-05
2019-09-30 11:00:00,52.0629644174,2019-09-30 11:00:00,0.006196167840346738,0.04449403470000135,0.0019797191238849245
2019-09-30 11:30:00,52.1717276134,2019-09-30 11:30:00,0.014815758083128024,0.10876319599999817,0.011829432804134019
2019-09-30 12:00:00,52.2557719013,2019-09-30 12:00:00,0.02038467994005575,0.0840442878999994,0.007063442328617986
2019-09-30 12:30:00,52.1272335787,2019-09-30 12:30:00,0.022080159558078884,-0.12853832260000075,0.016522100376821863
2019-09-30 13:00:00,52.0728519807,2019-09-30 13:00:00,0.016808321946211777,-0.05438159799999909,0.0029573582010335047
2019-09-30 13:30:00,52.2063340849,2019-09-30 13:30:00,0.007598428146759802,0.13348210419999873,0.017817472141659317
2019-09-30 14:00:00,52.3466386078,2019-09-30 14:00:00,0.006498815922507938,0.14030452290000284,0.01968535914619742
2019-09-30 14:30:00,52.2359967747,2019-09-30 14:30:00,0.0016022418138421255,-0.1106418331000043,0.012241615231729208
2019-09-30 15:00:00,52.2359967747,2019-09-30 15:00:00,0.004770435495702645,0.0,0.0
2019-09-30 15:30:00,52.2854345911,2019-09-30 15:30:00,0.00296459997760046,0.04943781640000111,0.002444097690400219
2019-10-01 10:00:00,52.1964465216,2019-10-01 10:00:00,0.2509925384946363,-0.08898806949999738,0.007918876513336365
2019-10-01 10:30:00,52.0876833256,2019-10-01 10:30:00,0.10676542873553888,-0.10876319600000528,0.011829432804135565
2019-10-01 11:00:00,52.1470087053,2019-10-01 11:00:00,0.007862752785840336,0.059325379700005954,0.0035195006765498787
2019-10-01 11:30:00,52.2557719013,2019-10-01 11:30:00,0.021180369504837437,0.10876319599999817,0.011829432804134019
2019-10-01 12:00:00,52.1964465216,2019-10-01 12:00:00,0.020367480718398594,-0.05932537969999885,0.0035195006765490356
2019-10-01 12:30:00,52.0580206358,2019-10-01 12:30:00,0.02188187407329715,-0.1384258858000038,0.019161725859515696
2019-10-01 13:00:00,52.028357946,2019-10-01 13:00:00,0.03156325858868636,-0.02966268979999853,0.0008798751661709369
2019-10-01 13:30:00,51.810831554,2019-10-01 13:30:00,0.03158498388854136,-0.21752639199999635,0.047317731216536076
2019-10-01 14:00:00,51.9097071867,2019-10-01 14:00:00,0.02726255186291749,0.09887563269999333,0.00977639074182399
2019-10-01 14:30:00,52.0777957623,2019-10-01 14:30:00,0.007058916201312986,0.16808857560000234,0.028253769247237704
2019-10-01 15:00:00,52.1964465216,2019-10-01 15:00:00,0.012393385713052362,0.11865075930000302,0.014078002682467252
2019-10-01 15:30:00,52.2557719013,2019-10-01 15:30:00,0.015909293020927626,0.05932537969999885,0.0035195006765490356
2019-10-02 10:00:00,50.3276970629,2019-10-02 10:00:00,3.8602078872717267,-1.9280748384000006,3.7174725824711885
2019-10-02 10:30:00,51.0049951472,2019-10-02 10:30:00,0.13270002081623275,0.6772980842999985,0.45873269499644787
2019-10-02 11:00:00,50.9011757328,2019-10-02 11:00:00,0.04440843952755942,-0.1038194144000002,0.01077847080635897
2019-10-02 11:30:00,50.9703886757,2019-10-02 11:30:00,0.006884334491852804,0.0692129429000019,0.004790431464878924
2019-10-02 12:00:00,50.9407259859,2019-10-02 12:00:00,0.04355251727900176,-0.02966268979999853,0.0008798751661709369
2019-10-02 12:30:00,50.6385620522,2019-10-02 12:30:00,0.021110266990232662,-0.30216393370000105,0.09130304282905863
2019-10-02 13:00:00,50.4858980753,2019-10-02 13:00:00,0.032807539664149475,-0.15266397690000133,0.02330628984292414
2019-10-02 13:30:00,50.8319627899,2019-10-02 13:30:00,0.04768382303776533,0.3460647145999971,0.11976078669117744
2019-10-02 14:00:00,50.9407259859,2019-10-02 14:00:00,0.03925764017731714,0.10876319600000528,0.011829432804135565
2019-10-02 14:30:00,51.2670155739,2019-10-02 14:30:00,0.007595696547148485,0.3262895879999945,0.10646489523720618
2019-10-02 15:00:00,51.2769031372,2019-10-02 15:00:00,0.18223011310799234,0.009887563300004842,9.776390801160265e-05
2019-10-02 15:30:00,51.7515061743,2019-10-02 15:30:00,0.044679916150513255,0.4746030370999961,0.22524804282454025
2019-10-03 10:00:00,52.9973391468,2019-10-03 10:00:00,1.470558685762302,1.2458329725000041,1.552099795368196
2019-10-03 10:30:00,52.9874515835,2019-10-03 10:30:00,0.06672205641352102,-0.009887563300004842,9.776390801160265e-05
2019-10-03 11:00:00,53.2445282286,2019-10-03 11:00:00,0.4834207972656905,0.2570766450999997,0.0660884014558712
2019-10-03 11:30:00,53.5807053799,2019-10-03 11:30:00,0.05066690546958174,0.33617715130000647,0.11301507705618745
2019-10-03 12:00:00,53.5708178167,2019-10-03 12:00:00,0.04042718619449026,-0.009887563200003058,9.776390603405471e-05
2019-10-03 12:30:00,53.9168825312,2019-10-03 12:30:00,0.03702355384706468,0.3460647145000024,0.1197607866219682
2019-10-03 13:00:00,54.0750835436,2019-10-03 13:00:00,0.04008911279023384,0.15820101239999929,0.025027560324384728
2019-10-03 13:30:00,53.6696934494,2019-10-03 13:30:00,0.015789776275306245,-0.40539009420000127,0.1643411284754859
2019-10-03 14:00:00,53.6350869779,2019-10-03 14:00:00,0.0713878121169256,-0.03460647149999829,0.001197607869680194
2019-10-03 14:30:00,53.5213800003,2019-10-03 14:30:00,0.04832433738512296,-0.11370697760000326,0.012929276754927643
2019-10-03 15:00:00,53.3186849532,2019-10-03 15:00:00,0.009380302093774565,-0.20269504710000064,0.041085282118871476
2019-10-03 15:30:00,53.3928416777,2019-10-03 15:30:00,0.013379171769371126,0.07415672449999988,0.005499219788568883
2019-10-04 10:00:00,54.3618228786,2019-10-04 10:00:00,1.1191387526231424,0.9689812009000036,0.9389245676976131
2019-10-04 10:30:00,54.3024974989,2019-10-04 10:30:00,0.18171413693256766,-0.05932537969999885,0.0035195006765490356
2019-10-04 11:00:00,54.4557547297,2019-10-04 11:00:00,0.01678280411796991,0.1532572307999942,0.02348777879248269
2019-10-04 11:30:00,54.5101363277,2019-10-04 11:30:00,0.02817200495364326,0.05438159800000619,0.0029573582010342775
2019-10-04 12:00:00,54.5645179257,2019-10-04 12:00:00,0.0857629341406826,0.05438159799999909,0.0029573582010335047
2019-10-04 12:30:00,54.1591278314,2019-10-04 12:30:00,0.011020496577105592,-0.40539009430000306,0.16434112855656538
2019-10-04 13:00:00,54.2135094295,2019-10-04 13:00:00,0.00942516485531677,0.05438159810000087,0.0029573582119100184
2019-10-04 13:30:00,54.2728348091,2019-10-04 13:30:00,0.022474836053085992,0.05932537959999706,0.0035195006646837478
2019-10-04 14:00:00,54.3106053008,2019-10-04 14:00:00,0.038552645089731594,0.037770491700001685,0.0014266100432598961
2019-10-04 14:30:00,54.5892368339,2019-10-04 14:30:00,0.002519052910371186,0.278631533100004,0.07763553123765862
2019-10-04 15:00:00,54.66833734,2019-10-04 15:00:00,0.0069799171739426446,0.07910050609999786,0.006256890065275798
2019-10-04 15:30:00,54.6633935584,2019-10-04 15:30:00,0.018886321312728896,-0.004943781599997976,2.444097650847855e-05
2019-10-05 10:00:00,54.6633935584,2019-10-05 10:00:00,0.0,0.0,0.0
2019-10-05 10:30:00,54.6633935584,2019-10-05 10:30:00,0.0,0.0,0.0
2019-10-05 11:00:00,54.6633935584,2019-10-05 11:00:00,0.0,0.0,0.0
2019-10-05 11:30:00,54.6633935584,2019-10-05 11:30:00,0.0,0.0,0.0
2019-10-05 12:00:00,54.6633935584,2019-10-05 12:00:00,0.0,0.0,0.0
2019-10-05 12:30:00,54.6633935584,2019-10-05 12:30:00,0.0,0.0,0.0
2019-10-05 13:00:00,54.6633935584,2019-10-05 13:00:00,0.0,0.0,0.0
2019-10-05 13:30:00,54.6633935584,2019-10-05 13:30:00,0.0,0.0,0.0
2019-10-05 14:00:00,54.6633935584,2019-10-05 14:00:00,0.0,0.0,0.0
2019-10-05 14:30:00,54.6633935584,2019-10-05 14:30:00,0.0,0.0,0.0
2019-10-05 15:00:00,54.6633935584,2019-10-05 15:00:00,0.0,0.0,0.0
2019-10-05 15:30:00,54.6633935584,2019-10-05 15:30:00,0.0,0.0,0.0
2019-10-06 10:00:00,54.6633935584,2019-10-06 10:00:00,0.0,0.0,0.0
2019-10-06 10:30:00,54.6633935584,2019-10-06 10:30:00,0.0,0.0,0.0
2019-10-06 11:00:00,54.6633935584,2019-10-06 11:00:00,0.0,0.0,0.0
2019-10-06 11:30:00,54.6633935584,2019-10-06 11:30:00,0.0,0.0,0.0
2019-10-06 12:00:00,54.6633935584,2019-10-06 12:00:00,0.0,0.0,0.0
2019-10-06 12:30:00,54.6633935584,2019-10-06 12:30:00,0.0,0.0,0.0
2019-10-06 13:00:00,54.6633935584,2019-10-06 13:00:00,0.0,0.0,0.0
2019-10-06 13:30:00,54.6633935584,2019-10-06 13:30:00,0.0,0.0,0.0
2019-10-06 14:00:00,54.6633935584,2019-10-06 14:00:00,0.0,0.0,0.0
